cite,year
10.1084/jem.20190450,
10.1084/jem.20200839,
10.1093/cvr/cvae186,
10.1097/01.all.0000235899.57182.d4,
"10.1097/PGP.0000000000001053 (FOLR1 IHC biomarker validation, 216-case clinical cohort)",
10.1098/rstb.2016.0525,2016.0
10.1111/bph.70087,
10.1111/cas.14592,
10.1111/cas.70124,
10.1124/mol.119.117663,
10.1126/sciadv.adt9446,
"10.1126/sciadv.aef0121 (FOLR1-targeted 225Ac α-particle therapy, xenograft efficacy + PET imaging)",
10.1126/science.abe1505,
10.1126/science.adf0966,
10.1136/annrheumdis-2021-220295,2021.0
10.1136/ard-2023-225158,2023.0
10.1136/ard-2023-225445,2023.0
10.1136/jitc-2024-009523,2024.0
10.1152/ajpendo.00332.2022 (PHA1 case series with functional validation),2022.0
10.1152/physrev.00031.2017,2017.0
10.1158/0008-5472.CAN-23-0285,
10.1158/0008-5472.CAN-24-3405,
10.1158/0008-5472.CAN-24-4317,
10.1158/0008-5472.CAN-25-0315,
10.1158/1078-0432.CCR-19-1376,
10.1158/1078-0432.CCR-22-3667,
10.1158/2159-8290.CD-20-1690,
10.1158/2159-8290.CD-21-0072 (Song et al. 2022 – GDC-0077 mechanism and clinical antitumor activity in PIK3CA-mutant breast cancer),2022.0
10.1158/2159-8290.CD-23-0802,
10.1158/2159-8290.CD-24-0102,
10.1158/2326-6066.CIR-20-1043,
10.1158/2326-6066.CIR-24-1128,
10.1161/ATVBAHA.124.321793,
10.1161/CIRCHEARTFAILURE.119.006609,
10.1161/CIRCULATIONAHA.124.071217,
10.1161/CIRCULATIONAHA.124.071884,
10.1172/JCI167951,
"10.1172/JCI183588 (Kurakazu et al., J Clin Invest 2025 – HRH1 inverse agonists in OA)",2025.0
10.1172/jci.insight.140532,
"10.1172/jci.insight.168957 (Xie et al., clinical trial: VDR regulates furin/FGF23 in ergocalciferol-treated patients)",
10.1172/jci.insight.177229,
10.1172/jci.insight.177523,
10.1172/jci.insight.184141,
10.1182,
10.1182/blood.2023022354,
10.1182/blood.2023023557,
10.1186/s12885-024-12227-4,
10.1186/s12933-024-02203-4,
10.1186/s12943-019-0988-0,
"10.1186/s12943-024-02108-6 (Chen et al., vitexin as novel VDR agonist, IBD→CRC pathway)",
10.1186/s12967-025-06809-4,
10.1186/s12974-023-02706-z,
10.1186/s13045-024-01586-x,
10.1186/s13045-025-01755-6,
10.1186/s40659-020-00316-0,
10.1186/s43556-025-00321-3,
10.1200/JCO.19.00172,
10.1210/clinem/dgab824,
10.1681/ASN.0000000000000212,
10.1681/ASN.0000000634,
10.2147/DDDT.S462266,
10.2147/DDDT.S467066,
10.2147/OTT.S272621,
10.2174/1381612822666160927114941,
10.2174/1568026616666160216152540,
10.2217/imt-2022-0255,2022.0
10.26355/eurrev_202411_36955,
10.3389/fimmu.2018.01821,2018.0
10.3389/fimmu.2023.1150940,2023.0
"10.3389/fimmu.2023.1254532 (comprehensive review of FOLR1 therapeutic strategies, mirvetuximab approval)",2023.0
"10.3389/fpsyt.2023.1079683 (Ji et al., Front Psychiatry 2023 – HRH1 in ASD sleep)",2023.0
10.3390/ijms22189668,
10.3390/ijms241310542,
10.3390/ijms26136361,
10.3390/jcm14134408 (2025 PHA1 clinical/biochemical review),2025.0
10.4049/jimmunol.1502193,
10.7150/ijbs.104484,
10.7150/ijbs.110447,
10.7150/thno.102597,
10.7150/thno.105894,
10.7717/peerj.13852,
"2019 ferroptosis paper (Wen et al., Biochem Biophys Res Commun): AGER required for HMGB1-mediated inflammation in macrophages; autophagy-dependent HMGB1 release",2019.0
"2025 PDAC paper (Li et al., Sci Transl Med): AGER-DIAPH1 mechanism driving macropinocytosis and KRAS inhibitor resistance; combination therapy validated in PDX, orthotopic, and GEMM models",2025.0
2116730119,
34272499 (Caushi et al. 2021 - TIL transcriptomics in anti-PD-1 treated cancer),2021.0
34581546 (Rindler et al. 2021 - IL7R downregulation in human cancer progression),2021.0
35463395 (approx - Sweadner et al. genotype-structure-phenotype ATP1A paralogs),
"37328828 — Tang et al. comprehensive TAM review including TYRO3 structure, regulation, and cancer drug resistance",
39388863 (approx - Schneider et al. ATP1A1/ATP1B3 AML dependency),
39666869 (approx - Hu et al. GPR37-ubiquitination ATP1A1 ESCC),
Amengual et al 2025 (Signal Transduct Target Ther) - NOX1/4 in cholangiocarcinoma CAFs,2025.0
Biochem Soc Trans 2019 47(2):541-557 (structural characterization),2019.0
Blood 2025 146(11):1346-1358 (plasminogen deficiency human study),2025.0
CCL17/CCL22-CCR4 axis drives T cell trafficking and lymphoma progression,
CCR4 is highly expressed on malignant T cells in mycosis fungoides,
Cai et al. JCI Insight 2019 (STAT6/Arg1 mechanism in inflammation),2019.0
Cancer Res. 2024;84:1817-1833,2024.0
Cell Death Dis 2025 Ding et al. β-catenin-PPAT in hepatoblastoma,2025.0
Cell. 2022 Oct 27;185(22):4190-4205,2022.0
Chen et al. Theranostics 2019;9(1):34-47,2019.0
Dobson DA et al. Thromb Res. 2024;242:109134 (fibrinogen synthesis regulation review),2024.0
Dragano et al. (Mol Metab 2024) - hypothalamic FFAR1 energy balance regulation,2024.0
"Entry mechanisms review (Urban et al., Gastro 2014)",2014.0
Front Immunol. 2018;9:1821,2018.0
Gao et al. (2025) J Am Heart Assoc 14(17):e040708 — AVPR1A heterodimerization and signaling modulation,2025.0
Hammock & Young (2006) Philos Trans R Soc B 361(1476):2187-98 — vasopressin/AVPR1A role in social bonding and autism implications,2006.0
Han et al. Int J Biochem Cell Biol 2021;141:106116,2021.0
Hsu et al 2023 (Gut 72:654-662) - NOX1 mechanism in IBD intestinal epithelial cells,2023.0
"Huang et al. 2021 on KRAS from undruggable to druggable (covers G12C mechanism, clinical approval, resistance)",2021.0
Ichihara et al. 2004 (Cancer Letters) - RET signaling pathways and role as driver in neuroendocrine tumors,2004.0
Int Immunopharmacol 2023 Aug;121:110505 — Hu: zileuton regulates TAM M2 polarization via JAK/STAT; blocks pancreatic cancer invasion/metastasis,2023.0
Iser et al. Semin Cancer Biol 2022 (adenosinergic pathway and EMT),2022.0
Isermann et al. 2025 on KRAS inhibitor resistance and combinations (recent comprehensive review),2025.0
J Clin Invest. 2023;133:e150224,2023.0
J Immunother Cancer 2024 Aug 13;12(8):e009492 — Chen: ALOX5/5-HETE promotes M2 GAM polarization and PD-L1 in glioma,2024.0
J Neurosci 2023 (adult-born DGC integration via MEK/ERK),2023.0
J Thromb Haemost 2020 18(10):2468-2481 (receptor function and inflammation),2020.0
Jiang et al. J Clin Invest 2021 (10.1172/JCI139434) — TYRO3 drives anti-PD-1/PD-L1 resistance in patient cohorts; inhibition sensitizes resistant tumors,2021.0
Keratinocyte autophagy (Autophagy 2021 Sep;17:2128-2143) - AMPK-BRAF-MAPK pathway in wound healing,2021.0
Kordaß et al. Front Immunol 2023 (miRNA regulation of NT5E expression),2023.0
Koromina et al. (2025) Nat Neurosci - THRA in bipolar disorder fine-mapping,2025.0
"Lemmetyinen et al. 2024 (iScience, doi:10.1016/j.isci.2024.111246) - GDNF-RET signaling in cell differentiation",2024.0
Li et al. (2025) Adv Sci - THRA in mouse wound healing models and skin organoids,2025.0
Li et al. Nat Commun 2024 (C5aR1 inhibition reverses PARP inhibitor resistance),2024.0
Li et al. Neuron 2025 - tachykinin signaling in brainstem parabrachial nucleus,2025.0
Liu et al. Cardiovasc Res 2023 (C5a-PERK-ATF4 pathway in vascular calcification),2023.0
"Loscocco GG, Guglielmelli P. Am J Hematol. 2025 (MF therapy landscape review)",2025.0
Lu et al. J Transl Med 2020;18(1):101,2020.0
MAVORITIA-trial: mogamulizumab demonstrated meaningful response rates in CTCL,
Mesa RA et al. Leukemia. 2022 (SIMPLIFY-1/-2 mature OS),2022.0
Mol Cancer 2025 24(1):179 (PLG-PLAT axis in RCC angiogenesis),2025.0
Mossmann et al. Cell 2023 (Arginine metabolism in HCC),2023.0
Myers et al. Mol Cancer 2019 (10.1186/s12943-019-1022-2) — TAM receptors on TAMs promote M2 polarization and efferocytosis,2019.0
NPWT/bone regeneration (Autophagy 2022 Sep;18:2229-2245) - AMPK-ULK1-autophagy axis drives osteogenesis,2022.0
"NTCP deficiency human case (Schneider et al., Clin Res Hepatol Gastroenterol 2022)",2022.0
"NTCP ubiquitination and HBV internalization (Appelman et al., JHEP Rep 2025)",2025.0
Nature. 2024 Apr;628(8008):604-611,2024.0
Niyonzima et al. Sci Immunol 2021 (mitochondrial C5aR1-IL-1β in macrophages),2021.0
PMID from Blood 2025 (High-risk MCL review; BIRC3 as high-risk mutation marker),2025.0
PMID from EMBO Mol Med 2025 (Targeting cIAP2/BIRC3 in senolytic GBM strategy; doi: 10.1038/s44321-025-00201-x),2025.0
"PMID uncertain—Chen et al., Cancer Sci 2019 (PIK3CD overexpression drives cancer growth; idelalisib suppresses in vivo)",2019.0
"PMID uncertain—Maccari et al., J Allergy Clin Immunol 2023 (APDS; PIK3CD gain-of-function lymphoproliferation in humans)",2023.0
"PMID uncertain—Schmidt et al., Nature 2024 (base-editing screens map T cell function variants)",2024.0
"PMID uncertain—Walsh et al., Nat Biotechnol 2025 (variant effects on anti-tumor T cell hallmarks)",2025.0
PMID:19114008,
PMID:29346763,
PMID:3152517,
PMID:7737063,
Padmanaban et al. Nature 2024 - substance P/TACR1 axis and target pharmacology,2024.0
Pappa-2021-FrontEndocrinol,2021.0
Phytomedicine 2026 Jia et al. cucurbitacin B targets PPAT,2026.0
Popow et al. Science 2024 on pan-KRAS degraders (demonstrates ongoing structural innovation beyond G12C covalent inhibitors),2024.0
"Prajapati et al. Neuroscience 2025 - TACR1 in RVM neurons suppress itch, establish brainstem circuit characterization",2025.0
Qian-2024-CellMetab,2024.0
Rieg & Vallon 2018 (Diabetologia) — comprehensive review of SGLT1/2 inhibitor development and mechanism,2018.0
"Russell (2019, 2021) — vasopressin clinical pharmacology and receptor binding mechanisms",2019.0
"SLC10A1 genetic variants and HBV susceptibility (Ko et al., Mol Genet Genomics 2024)",2024.0
"SLC10A1 in HCC glycolysis (Chen et al., Anal Cell Pathol 2023)",2023.0
SQSTM1/p62 study (Autophagy 2020 Nov;16:1949-1973) - AMPK-ULK1 interaction in hepatoprotection,2020.0
Schisanhenol study (Acta Pharm Sin B 2024 Sep;14:3949-3963) - direct PRKAA1 genetic silencing blocks NAFLD protection,2024.0
Science 2025 Aug 7;389(6760):eadp0246 — Bachtel: intestinal mast cell leukotrienes mediate anaphylaxis; ALOX5 KO and zileuton prevent oral antigen response,2025.0
Science 2025 Wu et al. NUDT5-PPAT interaction,2025.0
See Mallik et al. Eur J Haematol. 2021 (doi: 10.1111/ejh.13632) for EGLN1 loss-of-function in erythrocytosis,2021.0
Smith et al. (J Physiol 2025) - human organoid EEC expression mapping,2025.0
Smith et al. 2025 (J Physiol) — SLC5A1 expression mapping in human organoid-derived enteroendocrine cells,2025.0
Sui et al. (2025) Front Immunol - CTSC-driven progression with in vivo validation,2025.0
Sun et al. 2023 (Res Sq) — SLC5A1 upregulation in CF patient-derived airway epithelial cells and XBP1 regulation,2023.0
Tambones & le Maire (2024) Endocrinology - structural review of THRA/THRB,2024.0
Tambones-2024-Endocrinology,2024.0
Wang et al 2024 (Free Radic Biol Med) - NOX1 ferroptosis in PD models,2024.0
Xiao et al. (2021) Cancer Cell - CTSC-mediated neutrophil infiltration and NETosis in lung metastasis,2021.0
Yang et al. (2025) Nature Commun - ECM-anchored neutrophils in pulmonary fibrosis,2025.0
Ye et al. Mol Ther 2024 (C5a-Drp1-mitochondrial fission in lupus podocytes),2024.0
Yu et al. (2024) Redox Biology - CTSC-driven NETosis in lung I/R injury via M1 macrophages,2024.0
Yurdagul et al. Cell Metab 2020 (Arg1 in macrophage metabolism),2020.0
Zhang et al. (2021) J Environ Pathol - si-THRA/si-THRB phenotypes in glioma cells,2021.0
Zhang et al. (2024) J Headache Pain - THRA identified in migraine MR analysis,2024.0
Zhang et al. Cancer Lett 2025 (NT5E in pancreatic cancer progression),2025.0
"daclatasvir Phase 2/3 trials (Lok et al., Kumada et al.)",
"doi:10.1002/ajh.70044 (Schoettler et al., narsoplimab EAP 2+ yr follow-up)",
doi:10.1016/j.cbi.2014.09.024,2014.0
doi:10.1016/j.devcel.2024.04.023,2024.0
doi:10.1038/s41392-025-02321-9,
doi:10.1038/s41572-021-00276-z,
